time_step,Date,Time,Millitm,{::[MRT_11111]Program:MainProgram.Applicator_Chamber1_Temp},{::[MRT_11111]Program:MainProgram.Applicator_Chamber2_Temp},{::[MRT_11111]Program:MainProgram.Applicator_Chamber3_Temp},{::[MRT_11111]Program:MainProgram.Condenser_1_Inlet_Temp},{[MRT_11111]Condenser_1_GasPressure_Temp},{[MRT_11111]Condenser_2_GasPressure_Temp},{[MRT_11111]Condenser_3_GasPressure_Temp},{::[MRT_11111]Program:MainProgram.Condenser_2_Inlet_Temp},{::[MRT_11111]Program:MainProgram.Condenser_3_Inlet_Temp},{::[MRT_11111]Program:MainProgram.Applicator_Chamber1_Pressure},{::[MRT_11111]Program:MainProgram.Applicator_Chamber2_Pressure},{::[MRT_11111]Program:MainProgram.Applicator_Chamber3_Pressure},{::[MRT_11111]Program:MainProgram.Material_Height},{::[MRT_11111]Program:MainProgram.Applicator_Belt_Conveyor_Actual_HZ},{::[MRT_11111]Program:MainProgram.Oil_At_Infeed_Manifold_Temp},{::[MRT_11111]Program:MainProgram.Oil_At_Return_Manifold_Temp},{[MRT_11111]Oil_At_Exit_Screw_Manifold_Pressure},{::[MRT_11111]Program:MainProgram.Infeed_Screw_Cooling_Water_Temp},{::[MRT_11111]Program:MainProgram.Infeed_Screw_Cooling_Water_Flow},{::[MRT_11111]Program:MainProgram.Cooling_Water_Gen1_Temp},{::[MRT_11111]Program:MainProgram.Cooling_Water_Gen2_Temp}
80,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782995,19.625751,-0.023228958,-0.13359892,15.317598,15.158611
81,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619247,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
82,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625751,-0.023228966,-0.13359891,15.317597,15.15861
83,-0.08865454,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228966,-0.13359892,15.317596,15.158611
84,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.882313,-0.022619277,14.724869,14.782996,19.625751,-0.023228973,-0.13359897,15.317596,15.15861
85,-0.088654555,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914624,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619233,14.724869,14.782995,19.625751,-0.023228988,-0.13359895,15.317597,15.15861
86,-0.08865457,0.028694954,22.100208,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023229018,-0.13359895,15.317596,15.15861
87,-0.08865457,0.028695013,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.882313,-0.022619292,14.724869,14.782996,19.625753,-0.02322898,-0.13359892,15.317598,15.15861
88,-0.088654555,0.028694954,22.100208,13.324363,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.02261924,14.724869,14.782995,19.625751,-0.023228988,-0.13359892,15.317597,15.158611
89,-0.08865457,0.028694924,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228958,-0.13359897,15.317597,15.15861
90,-0.088654585,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782996,19.625751,-0.023228966,-0.13359894,15.317597,15.158611
91,-0.08865457,0.028694954,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261924,14.724869,14.782996,19.625751,-0.02322895,-0.13359895,15.317596,15.15861
92,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619255,14.724869,14.782996,19.625751,-0.02322898,-0.13359895,15.317597,15.158611
93,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823133,-0.022619262,14.724869,14.782996,19.625751,-0.02322895,-0.13359892,15.317596,15.15861
94,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619251,14.724869,14.782996,19.625751,-0.023228988,-0.13359892,15.317597,15.158611
95,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.24428,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823133,-0.022619262,14.724869,14.782996,19.625751,-0.02322895,-0.13359897,15.317596,15.15861
96,-0.088654585,0.028694954,22.10021,13.324364,13.728369,14.07961,14.478745,15.067011,14.914625,15.24428,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782995,19.625751,-0.023228988,-0.13359895,15.317596,15.158611
97,-0.088654585,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.02322898,-0.13359892,15.317597,15.158611
98,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619277,14.724869,14.782996,19.625753,-0.023228958,-0.13359895,15.317597,15.158611
99,-0.08865457,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619233,14.724869,14.782996,19.625751,-0.023228943,-0.13359897,15.317597,15.158611
100,-0.088654585,0.028694984,22.10021,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935378,-2.8813868,-3.0299785,4.882313,-0.022619285,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
101,-0.088654555,0.028694924,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023229025,-0.13359894,15.317597,15.15861
102,-0.08865454,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023228996,-0.13359894,15.317597,15.15861
103,-0.08865454,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023228988,-0.13359894,15.317596,15.15861
104,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.244282,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625753,-0.023228973,-0.13359897,15.317596,15.15861
105,-0.0886546,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023228966,-0.13359895,15.317597,15.15861
106,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.02261924,14.724869,14.782995,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
107,-0.088654585,0.028694954,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914626,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317596,15.15861
108,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023228996,-0.13359894,15.317597,15.158611
109,-0.08865451,0.028695013,22.10021,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619262,14.724869,14.782996,19.625753,-0.023228973,-0.13359895,15.317598,15.158611
110,-0.0886546,0.028695013,22.100208,13.324364,13.728369,14.079609,14.4787445,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619274,14.724869,14.782996,19.625751,-0.023228928,-0.13359892,15.317597,15.158611
111,-0.08865457,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709234,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625753,-0.023228966,-0.13359895,15.317597,15.158612
112,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914626,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619266,14.724869,14.782996,19.625751,-0.02322898,-0.13359892,15.317597,15.158611
113,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625753,-0.023228973,-0.13359895,15.317598,15.158611
114,-0.088654555,0.028694954,22.10021,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023228966,-0.13359897,15.317598,15.158611
115,-0.08865457,0.028694924,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619292,14.724869,14.782996,19.625751,-0.02322901,-0.13359894,15.317597,15.15861
116,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023229003,-0.13359895,15.317596,15.15861
117,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625753,-0.023228966,-0.13359894,15.317596,15.15861
118,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625753,-0.023228988,-0.13359894,15.317597,15.15861
119,-0.08865454,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625753,-0.02322898,-0.13359897,15.317596,15.158611
120,-0.0886546,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478745,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619266,14.724869,14.782996,19.625751,-0.023228996,-0.13359892,15.317598,15.158611
121,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782995,19.625751,-0.023228958,-0.13359892,15.317598,15.158611
122,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619247,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
123,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625751,-0.023228966,-0.13359891,15.317597,15.15861
124,-0.08865454,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228966,-0.13359892,15.317596,15.158611
125,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.882313,-0.022619277,14.724869,14.782996,19.625751,-0.023228973,-0.13359897,15.317596,15.15861
126,-0.088654555,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914624,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619233,14.724869,14.782995,19.625751,-0.023228988,-0.13359895,15.317597,15.15861
127,-0.08865457,0.028694954,22.100208,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023229018,-0.13359895,15.317596,15.15861
128,-0.08865457,0.028695013,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.882313,-0.022619292,14.724869,14.782996,19.625753,-0.02322898,-0.13359892,15.317598,15.15861
129,-0.088654555,0.028694954,22.100208,13.324363,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.02261924,14.724869,14.782995,19.625751,-0.023228988,-0.13359892,15.317597,15.158611
130,-0.08865457,0.028694924,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228958,-0.13359897,15.317597,15.15861
131,-0.088654585,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782996,19.625751,-0.023228966,-0.13359894,15.317597,15.158611
132,-0.08865457,0.028694954,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261924,14.724869,14.782996,19.625751,-0.02322895,-0.13359895,15.317596,15.15861
133,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619255,14.724869,14.782996,19.625751,-0.02322898,-0.13359895,15.317597,15.158611
134,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823133,-0.022619262,14.724869,14.782996,19.625751,-0.02322895,-0.13359892,15.317596,15.15861
135,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619251,14.724869,14.782996,19.625751,-0.023228988,-0.13359892,15.317597,15.158611
136,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.24428,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823133,-0.022619262,14.724869,14.782996,19.625751,-0.02322895,-0.13359897,15.317596,15.15861
137,-0.088654585,0.028694954,22.10021,13.324364,13.728369,14.07961,14.478745,15.067011,14.914625,15.24428,14.709234,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782995,19.625751,-0.023228988,-0.13359895,15.317596,15.158611
138,-0.088654585,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.02322898,-0.13359892,15.317597,15.158611
139,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619277,14.724869,14.782996,19.625753,-0.023228958,-0.13359895,15.317597,15.158611
140,-0.08865457,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619233,14.724869,14.782996,19.625751,-0.023228943,-0.13359897,15.317597,15.158611
141,-0.088654585,0.028694984,22.10021,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935378,-2.8813868,-3.0299785,4.882313,-0.022619285,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
142,-0.088654555,0.028694924,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023229025,-0.13359894,15.317597,15.15861
143,-0.08865454,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023228996,-0.13359894,15.317597,15.15861
144,-0.08865454,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023228988,-0.13359894,15.317596,15.15861
145,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.244282,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625753,-0.023228973,-0.13359897,15.317596,15.15861
146,-0.0886546,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023228966,-0.13359895,15.317597,15.15861
147,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.02261924,14.724869,14.782995,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
148,-0.088654585,0.028694954,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914626,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317596,15.15861
149,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023228996,-0.13359894,15.317597,15.158611
150,-0.08865451,0.028695013,22.10021,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619262,14.724869,14.782996,19.625753,-0.023228973,-0.13359895,15.317598,15.158611
151,-0.0886546,0.028695013,22.100208,13.324364,13.728369,14.079609,14.4787445,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619274,14.724869,14.782996,19.625751,-0.023228928,-0.13359892,15.317597,15.158611
152,-0.08865457,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709234,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625753,-0.023228966,-0.13359895,15.317597,15.158612
153,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914626,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619266,14.724869,14.782996,19.625751,-0.02322898,-0.13359892,15.317597,15.158611
154,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625753,-0.023228973,-0.13359895,15.317598,15.158611
155,-0.088654555,0.028694954,22.10021,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619262,14.724869,14.782996,19.625751,-0.023228966,-0.13359897,15.317598,15.158611
156,-0.08865457,0.028694924,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619292,14.724869,14.782996,19.625751,-0.02322901,-0.13359894,15.317597,15.15861
157,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625751,-0.023229003,-0.13359895,15.317596,15.15861
158,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625753,-0.023228966,-0.13359894,15.317596,15.15861
159,-0.088654555,0.028695013,22.100208,13.324364,13.728369,14.07961,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625753,-0.023228988,-0.13359894,15.317597,15.15861
160,-0.08865454,0.028694984,22.10021,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619255,14.724869,14.782996,19.625753,-0.02322898,-0.13359897,15.317596,15.158611
161,-0.0886546,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478745,15.067011,14.914626,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619266,14.724869,14.782996,19.625751,-0.023228996,-0.13359892,15.317598,15.158611
162,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782995,19.625751,-0.023228958,-0.13359892,15.317598,15.158611
163,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927656,-2.8935375,-2.8813868,-3.0299785,4.8823123,-0.022619247,14.724869,14.782996,19.625751,-0.023228988,-0.13359897,15.317597,15.15861
164,-0.088654555,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.244282,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261927,14.724869,14.782996,19.625751,-0.023228966,-0.13359891,15.317597,15.15861
165,-0.08865454,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228966,-0.13359892,15.317596,15.158611
166,-0.08865457,0.028694984,22.100208,13.324364,13.728369,14.07961,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.8935375,-2.8813868,-3.0299785,4.882313,-0.022619277,14.724869,14.782996,19.625751,-0.023228973,-0.13359897,15.317596,15.15861
167,-0.088654555,0.028694954,22.100208,13.324364,13.728368,14.079609,14.4787445,15.067011,14.914624,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.022619233,14.724869,14.782995,19.625751,-0.023228988,-0.13359895,15.317597,15.15861
168,-0.08865457,0.028694954,22.100208,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.8823123,-0.022619277,14.724869,14.782996,19.625751,-0.023229018,-0.13359895,15.317596,15.15861
169,-0.08865457,0.028695013,22.100208,13.324364,13.728368,14.07961,14.478745,15.067011,14.914625,15.24428,14.709233,15.927655,-2.8935378,-2.8813868,-3.0299785,4.882313,-0.022619292,14.724869,14.782996,19.625753,-0.02322898,-0.13359892,15.317598,15.15861
170,-0.088654555,0.028694954,22.100208,13.324363,13.728368,14.079609,14.4787445,15.067011,14.914625,15.24428,14.709233,15.927656,-2.893538,-2.8813868,-3.0299785,4.8823123,-0.02261924,14.724869,14.782995,19.625751,-0.023228988,-0.13359892,15.317597,15.158611
171,-0.08865457,0.028694924,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619247,14.724869,14.782996,19.625751,-0.023228958,-0.13359897,15.317597,15.15861
172,-0.088654585,0.028694984,22.100208,13.324364,13.728369,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619251,14.724869,14.782996,19.625751,-0.023228966,-0.13359894,15.317597,15.158611
173,-0.08865457,0.028694954,22.10021,13.324364,13.728368,14.079609,14.478746,15.067011,14.914625,15.24428,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.02261924,14.724869,14.782996,19.625751,-0.02322895,-0.13359895,15.317596,15.15861
174,-0.088654585,0.028694984,22.100208,13.324364,13.728368,14.079609,14.478745,15.067011,14.914625,15.244282,14.709234,15.927655,-2.893538,-2.8813868,-3.0299785,4.882313,-0.022619255,14.724869,14.782996,19.625751,-0.02322898,-0.13359895,15.317597,15.158611
175,-0.08865457,0.028694984,22.100208,13.324364,13.728368,14.07961,14.478746,15.067011,14.914625,15.24428,14.709233,15.927656,-2.8935378,-2.8813868,-3.0299785,4.8823133,-0.022619262,14.724869,14.782996,19.625751,-0.02322895,-0.13359892,15.317596,15.15861
